name,type,start_time,duration,"t","speedLimit","gear","driveMode","zeroStart","lightEnable","nSpeedMagnets","wheelDiameter","boostSensitivity","boostStrength","currentLimit","underVoltage","speed","cruiseEnable","powerMagnetType","CRC"
"FocanGZ3-TX","GZ3_TX",14.990849,0.035303,13.281177,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.027005,0.014542,13.317333000000001,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.100443,0.036029,13.390771,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.136698,0.014542,13.427026,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.210457,0.036343,13.500785,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.247378,0.014542,13.537706,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.320057,0.038007,13.610385,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.359054,0.014542,13.649382,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.429968,0.036968,13.720296000000001,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.467689,0.014542,13.758017,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.539671,0.036446,13.829999,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.576354,0.01454,13.866682,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.649477,0.036968,13.939804999999998,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.687032,0.014542,13.97736,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.759179,0.036551,14.049507,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.796659,0.014542,14.086987,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.869195,0.037906,14.159523,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",15.907379,0.014541,14.197707000000001,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",15.978804,0.036035,14.269132,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.014988,0.014542,14.305316,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.088831,0.037386,14.379158999999998,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.126691,0.014542,14.417019,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.198441,0.035517,14.488768999999998,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.234293,0.014541,14.524621000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.308365,0.037384,14.598692999999997,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.346,0.014541,14.636328,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.41797,0.03697,14.708298,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.455619,0.01454,14.745946999999997,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.527889,0.034371,14.818217,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.56323,0.014541,14.853558,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.637491,0.036135,14.927819000000001,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.673934,0.014541,14.964261999999996,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.747614,0.036865,15.037941999999997,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.784615,0.014541,15.074942999999998,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.857218,0.03645,15.147546,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",16.894268,0.014542,15.184596,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",16.967136,0.035829,15.257464,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.003893,0.014543,15.294221,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.076747,0.034996,15.367074999999998,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.112527,0.014543,15.402855,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.18668,0.036874,15.477008,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.224236,0.01454,15.514564,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.296309,0.036976,15.586637000000001,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.333893,0.014542,15.624221,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.406247,0.036455,15.696575,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.443548,0.014541,15.733876,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.515974,0.036561,15.806302,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.553203,0.014543,15.843531,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.626013,0.03635,15.916341,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.662894,0.014542,15.953222,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.735635,0.036975,16.025963,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.773553,0.014543,16.063881,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.845569,0.036979,16.135897,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.883226,0.014544,16.173554,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",17.9553,0.034998,16.245628000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",17.990879,0.014544,16.281207000000006,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.065234,0.036871,16.355562,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.102591,0.014542,16.392919000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.17486,0.035002,16.465188,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.210203,0.014541,16.500531000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.284804,0.034895,16.575132,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.319863,0.014542,16.610191000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.394533,0.037497,16.684861,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.432597,0.014541,16.722925000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.504477,0.035932,16.794805000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.541198,0.014542,16.831526,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.614194,0.037913,16.904522,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.652906,0.01454,16.943234000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.724134,0.037915,17.014462,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.762595,0.014543,17.052923000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.833763,0.036973,17.124091000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.87124,0.014543,17.161568000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",18.943691,0.036974,17.234019000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",18.980904,0.014542,17.271232,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.053413,0.036761,17.343741,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.090561,0.014543,17.380889000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.16313,0.036453,17.453458,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.200197,0.014543,17.490525,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.272846,0.036557,17.563174000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.309891,0.014543,17.600219000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.382882,0.03687,17.67321,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.42055,0.014541,17.710878,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.492493,0.036449,17.782821,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.529218,0.014544,17.819546000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.602413,0.036867,17.892741,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.639885,0.014542,17.930213,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.71202,0.036969,18.002348,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.749577,0.014542,18.039905,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.82194,0.034892,18.112268000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.857196,0.014543,18.147524,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",19.931547,0.03801,18.221875,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",19.969936,0.014542,18.260264000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.041469,0.036971,18.331797,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.078568,0.014542,18.368896,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.151181,0.035097,18.441509000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.187178,0.014542,18.477506,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.261197,0.034886,18.551525,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.296844,0.014543,18.587172000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.370899,0.036759,18.661227000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.408551,0.014541,18.698879,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.480602,0.037904,18.770930000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.51923,0.014541,18.809558000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.590202,0.036968,18.880530000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.627859,0.014541,18.918187000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.700117,0.036863,18.990445,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.737553,0.014543,19.027881,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.809823,0.037906,19.100151,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.848248,0.014543,19.138576000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",20.919742,0.036867,19.21007,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",20.956889,0.014541,19.247217,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.029351,0.036555,19.319679,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.066512,0.014541,19.356840000000005,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.139376,0.036868,19.429704,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.17719,0.014542,19.467518,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.248983,0.035929,19.539311,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.285826,0.014541,19.576154000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.358895,0.03489,19.649223000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.39446,0.014541,19.684788,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.468603,0.036451,19.758931000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.505167,0.014541,19.795495000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.57852,0.037387,19.868848000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.61684,0.014543,19.907168000000006,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.688132,0.038014,19.97846,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.726538,0.014541,20.016866,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.79806,0.036867,20.088388000000005,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.835171,0.014541,20.125499,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",21.907674,0.037078,20.198002,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",21.945814,0.01454,20.236142,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.01771,0.036453,20.308038000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",22.054467,0.01454,20.344795,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.127427,0.036451,20.417755,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",22.164124,0.014541,20.454452,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.237347,0.036867,20.527675000000006,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",22.274807,0.014541,20.565135,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.346961,0.037805,20.637289,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",22.385451,0.01454,20.675779000000006,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.456783,0.035833,20.747111000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",22.493081,0.014539,20.783409,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.566407,0.034995,20.856735000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","29"
"FocanGZ3-RX","GZ3_RX",22.601699,0.014541,20.892027000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.676545,0.036975,20.966873000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",22.71439,0.01454,21.004718000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.786476,0.036245,21.076804,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",22.823051,0.014542,21.113379000000005,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",22.896923,0.037597,21.187251000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",22.934765,0.014542,21.225093,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.006851,0.036038,21.297179000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.043393,0.014541,21.333721,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.117087,0.037077,21.407415000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.15506,0.014542,21.445388,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.227122,0.036557,21.517450000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.264712,0.01454,21.55504,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.337364,0.037495,21.627692000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.375424,0.014542,21.665752,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.44719,0.038116,21.737518,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.486079,0.014542,21.776407000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.55753,0.036973,21.847858,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.59474,0.014541,21.885068000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.66746,0.036764,21.957788,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.704398,0.014542,21.994726000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.777904,0.037593,22.068232,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.816103,0.014541,22.106431,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.887927,0.03593,22.178255,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",23.924704,0.014542,22.215032,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",23.998052,0.036552,22.28838,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.035383,0.014541,22.325711,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",24.107969,0.036553,22.398297000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.145073,0.014542,22.435401000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",24.218196,0.03749,22.508524,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.256752,0.014542,22.54708,,,,,,,,,,,,,,,"72"
"FocanGZ3-TX","GZ3_TX",24.328107,0.03749,22.618435,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.366416,0.014542,22.656744000000003,,,,,,,,,,,,,,,"241"
"FocanGZ3-TX","GZ3_TX",24.438235,0.036554,22.728563,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.475087,0.014543,22.765415,,,,,,,,,,,,,,,"44"
"FocanGZ3-TX","GZ3_TX",24.548258,0.037699,22.838586000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.586762,0.014543,22.87709,,,,,,,,,,,,,,,"171"
"FocanGZ3-TX","GZ3_TX",24.658697,0.036452,22.949025000000002,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.695423,0.014542,22.985751000000004,,,,,,,,,,,,,,,"59"
"FocanGZ3-TX","GZ3_TX",24.76862,0.036453,23.058948,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.806072,0.014543,23.096400000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",24.878754,0.037077,23.169082000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",24.916762,0.014542,23.20709,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",24.988679,0.036557,23.279007,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.02543,0.014542,23.315758000000002,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",25.098816,0.038015,23.389144,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.137132,0.014542,23.427460000000004,,,,,,,,,,,,,,,"65"
"FocanGZ3-TX","GZ3_TX",25.208743,0.036553,23.499071,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.245768,0.014543,23.536096,,,,,,,,,,,,,,,"237"
"FocanGZ3-TX","GZ3_TX",25.318973,0.036452,23.609301,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.356419,0.014541,23.646747,,,,,,,,,,,,,,,"54"
"FocanGZ3-TX","GZ3_TX",25.428895,0.036764,23.719223000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.466109,0.014542,23.756437000000005,,,,,,,,,,,,,,,"221"
"FocanGZ3-TX","GZ3_TX",25.539339,0.038118,23.829667,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.577819,0.014544,23.868147000000004,,,,,,,,,,,,,,,"157"
"FocanGZ3-TX","GZ3_TX",25.649374,0.036872,23.939702000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.686455,0.014542,23.976783,,,,,,,,,,,,,,,"148"
"FocanGZ3-TX","GZ3_TX",25.75941,0.037599,24.049738,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.797131,0.01454,24.087459000000003,,,,,,,,,,,,,,,"227"
"FocanGZ3-TX","GZ3_TX",25.869342,0.037598,24.159670000000006,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",25.907767,0.014539,24.198095000000006,,,,,,,,,,,,,,,"132"
"FocanGZ3-TX","GZ3_TX",25.97969,0.035412,24.270018000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.015403,0.014541,24.305731,,,,,,,,,,,,,,,"98"
"FocanGZ3-TX","GZ3_TX",26.089519,0.037603,24.379847,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.128095,0.014541,24.418423,,,,,,,,,,,,,,,"232"
"FocanGZ3-TX","GZ3_TX",26.199768,0.036559,24.490096,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.236763,0.014543,24.527091,,,,,,,,,,,,,,,"62"
"FocanGZ3-TX","GZ3_TX",26.309701,0.036244,24.600029000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.346428,0.014542,24.636756000000005,,,,,,,,,,,,,,,"6"
"FocanGZ3-TX","GZ3_TX",26.420149,0.037078,24.710477,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.458106,0.014543,24.748434,,,,,,,,,,,,,,,"6"
"FocanGZ3-TX","GZ3_TX",26.530076,0.036972,24.820404000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.567769,0.014542,24.858097,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",26.640315,0.036557,24.930643000000003,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.677464,0.014543,24.967792000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",26.750245,0.036557,25.040573000000006,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.787129,0.014542,25.077457000000003,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",26.860482,0.035414,25.15081,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",26.896761,0.014543,25.187089000000004,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",26.970305,0.037076,25.260633000000006,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",27.008467,0.014542,25.298795000000005,,,,,,,,,,,,,,,"151"
"FocanGZ3-TX","GZ3_TX",27.080542,0.036449,25.370870000000004,"20","3","2","1","0","30","100","2","5","18","31.0","0","0","8","157"
"FocanGZ3-RX","GZ3_RX",27.117139,0.014544,25.407467000000004,,,,,,,,,,,,,,,"151"
